node,node_type,activators,inhibitors,formula
DKPS,,,,DKPS = 1.0 * 1.0 * gene_modifier + exogenous
root-bending respons,,,,root-bending respons = 1.0 * 1.0 * gene_modifier + exogenous
SHM1,,,,SHM1 = 1.0 * 1.0 * gene_modifier + exogenous
naxillin-resistant m,,,,naxillin-resistant m = 1.0 * 1.0 * gene_modifier + exogenous
SORTIN2,,,,SORTIN2 = 1.0 * 1.0 * gene_modifier + exogenous
nac056 gene(s) mutat,,,,nac056 gene(s) mutat = 1.0 * 1.0 * gene_modifier + exogenous
SPK1,,,,SPK1 = 1.0 * 1.0 * gene_modifier + exogenous
Fermentation extract,,,,Fermentation extract = 1.0 * 1.0 * gene_modifier + exogenous
ATMYB29,,,,ATMYB29 = 1.0 * 1.0 * gene_modifier + exogenous
chloroplast defects,,,,chloroplast defects = 1.0 * 1.0 * gene_modifier + exogenous
CKRC1,,,,CKRC1 = 1.0 * 1.0 * gene_modifier + exogenous
MS,,,,MS = 1.0 * 1.0 * gene_modifier + exogenous
alpha-ketoglutarate,,,,alpha-ketoglutarate = 1.0 * 1.0 * gene_modifier + exogenous
MCLE26PN12A,,,,MCLE26PN12A = 1.0 * 1.0 * gene_modifier + exogenous
Spliceostatin C,,,,Spliceostatin C = 1.0 * 1.0 * gene_modifier + exogenous
TDP3,,,,TDP3 = 1.0 * 1.0 * gene_modifier + exogenous
G3A,,,,G3A = 1.0 * 1.0 * gene_modifier + exogenous
OxPtNA9 lines,,,,OxPtNA9 lines = 1.0 * 1.0 * gene_modifier + exogenous
rhizobacteria K,,,,rhizobacteria K = 1.0 * 1.0 * gene_modifier + exogenous
H2S,,,,H2S = 1.0 * 1.0 * gene_modifier + exogenous
Perturbations to pho,,,,Perturbations to pho = 1.0 * 1.0 * gene_modifier + exogenous
PR-1-LIKE,,,,PR-1-LIKE = 1.0 * 1.0 * gene_modifier + exogenous
Overexpressing KoPIP,,,,Overexpressing KoPIP = 1.0 * 1.0 * gene_modifier + exogenous
Application of retin,,,,Application of retin = 1.0 * 1.0 * gene_modifier + exogenous
EE,,,,EE = 1.0 * 1.0 * gene_modifier + exogenous
PHT1,,,,PHT1 = 1.0 * 1.0 * gene_modifier + exogenous
CASL1,,,,CASL1 = 1.0 * 1.0 * gene_modifier + exogenous
Pi starvation respon,,,,Pi starvation respon = 1.0 * 1.0 * gene_modifier + exogenous
ALF1,,,,ALF1 = 1.0 * 1.0 * gene_modifier + exogenous
PsJN inoculation,,,,PsJN inoculation = 1.0 * 1.0 * gene_modifier + exogenous
dark growth,,,,dark growth = 1.0 * 1.0 * gene_modifier + exogenous
Over-expression of Z,,,,Over-expression of Z = 1.0 * 1.0 * gene_modifier + exogenous
G-protein complexes,,,,G-protein complexes = 1.0 * 1.0 * gene_modifier + exogenous
mechanical manipulat,,,,mechanical manipulat = 1.0 * 1.0 * gene_modifier + exogenous
K2SIO3,,,,K2SIO3 = 1.0 * 1.0 * gene_modifier + exogenous
mycosubtilin homolog,,,,mycosubtilin homolog = 1.0 * 1.0 * gene_modifier + exogenous
TRP,,,,TRP = 1.0 * 1.0 * gene_modifier + exogenous
prr579 mutant,,,,prr579 mutant = 1.0 * 1.0 * gene_modifier + exogenous
Fe-dependent inhibit,,,,Fe-dependent inhibit = 1.0 * 1.0 * gene_modifier + exogenous
MIZ1,,,,MIZ1 = 1.0 * 1.0 * gene_modifier + exogenous
Azospirillum brasile,,,,Azospirillum brasile = 1.0 * 1.0 * gene_modifier + exogenous
AHK,,,,AHK = 1.0 * 1.0 * gene_modifier + exogenous
StDRO1 overexpressio,,,,StDRO1 overexpressio = 1.0 * 1.0 * gene_modifier + exogenous
xylem-pole pericycle,,,,xylem-pole pericycle = 1.0 * 1.0 * gene_modifier + exogenous
ISOLATES,,,,ISOLATES = 1.0 * 1.0 * gene_modifier + exogenous
"benzeneacetic acid, ",,,,"benzeneacetic acid,  = 1.0 * 1.0 * gene_modifier + exogenous"
PRR579,,,,PRR579 = 1.0 * 1.0 * gene_modifier + exogenous
GaJAZ5-expressing li,,,,GaJAZ5-expressing li = 1.0 * 1.0 * gene_modifier + exogenous
AT-HSFB4,,,,AT-HSFB4 = 1.0 * 1.0 * gene_modifier + exogenous
CYC3,,,,CYC3 = 1.0 * 1.0 * gene_modifier + exogenous
IBR3,,,,IBR3 = 1.0 * 1.0 * gene_modifier + exogenous
extracellular metabo,,,,extracellular metabo = 1.0 * 1.0 * gene_modifier + exogenous
Pseudomonas oryzihab,,,,Pseudomonas oryzihab = 1.0 * 1.0 * gene_modifier + exogenous
LRD5,,,,LRD5 = 1.0 * 1.0 * gene_modifier + exogenous
Overexpression of Pp,,,,Overexpression of Pp = 1.0 * 1.0 * gene_modifier + exogenous
PSEUDOMONAS,,,,PSEUDOMONAS = 1.0 * 1.0 * gene_modifier + exogenous
CLEL,,,,CLEL = 1.0 * 1.0 * gene_modifier + exogenous
Overexpression of Pe,,,,Overexpression of Pe = 1.0 * 1.0 * gene_modifier + exogenous
FAB1C,,,,FAB1C = 1.0 * 1.0 * gene_modifier + exogenous
Gbeta subunit,,,,Gbeta subunit = 1.0 * 1.0 * gene_modifier + exogenous
phosphate deprivatio,,,,phosphate deprivatio = 1.0 * 1.0 * gene_modifier + exogenous
PPP,,,,PPP = 1.0 * 1.0 * gene_modifier + exogenous
overexpression of Dc,,,,overexpression of Dc = 1.0 * 1.0 * gene_modifier + exogenous
"abp1-8, abp1-9, and ",,,,"abp1-8, abp1-9, and  = 1.0 * 1.0 * gene_modifier + exogenous"
BETA CA2,,,,BETA CA2 = 1.0 * 1.0 * gene_modifier + exogenous
CNUC9,,,,CNUC9 = 1.0 * 1.0 * gene_modifier + exogenous
shy2 (short hypocoty,,,,shy2 (short hypocoty = 1.0 * 1.0 * gene_modifier + exogenous
Inoculation A. thali,,,,Inoculation A. thali = 1.0 * 1.0 * gene_modifier + exogenous
s-HlMyb3,,,,s-HlMyb3 = 1.0 * 1.0 * gene_modifier + exogenous
OF,,,,OF = 1.0 * 1.0 * gene_modifier + exogenous
W. muralis,,,,W. muralis = 1.0 * 1.0 * gene_modifier + exogenous
XYLEMIN,,,,XYLEMIN = 1.0 * 1.0 * gene_modifier + exogenous
MCLE26PP9A,,,,MCLE26PP9A = 1.0 * 1.0 * gene_modifier + exogenous
Ag NPs,,,,Ag NPs = 1.0 * 1.0 * gene_modifier + exogenous
repeated rounds of c,,,,repeated rounds of c = 1.0 * 1.0 * gene_modifier + exogenous
NORSPERMINE,,,,NORSPERMINE = 1.0 * 1.0 * gene_modifier + exogenous
TCTP,,,,TCTP = 1.0 * 1.0 * gene_modifier + exogenous
PARP,,,,PARP = 1.0 * 1.0 * gene_modifier + exogenous
Overexpression of Sl,,,,Overexpression of Sl = 1.0 * 1.0 * gene_modifier + exogenous
Multiwall carbon nan,,,,Multiwall carbon nan = 1.0 * 1.0 * gene_modifier + exogenous
NRT1,,,,NRT1 = 1.0 * 1.0 * gene_modifier + exogenous
GBETAGAMMA2,,,,GBETAGAMMA2 = 1.0 * 1.0 * gene_modifier + exogenous
PLY8,,,,PLY8 = 1.0 * 1.0 * gene_modifier + exogenous
ICK,,,,ICK = 1.0 * 1.0 * gene_modifier + exogenous
"2,4-D-Glu",,,,"2,4-D-Glu = 1.0 * 1.0 * gene_modifier + exogenous"
NACL,,,,NACL = 1.0 * 1.0 * gene_modifier + exogenous
root(s) pruning,,,,root(s) pruning = 1.0 * 1.0 * gene_modifier + exogenous
ATGLR3.2,,,,ATGLR3.2 = 1.0 * 1.0 * gene_modifier + exogenous
Low levels of tunica,,,,Low levels of tunica = 1.0 * 1.0 * gene_modifier + exogenous
polyethylene glycol,,,,polyethylene glycol = 1.0 * 1.0 * gene_modifier + exogenous
JBRS159,,,,JBRS159 = 1.0 * 1.0 * gene_modifier + exogenous
AIR3,,,,AIR3 = 1.0 * 1.0 * gene_modifier + exogenous
SARBP1,,,,SARBP1 = 1.0 * 1.0 * gene_modifier + exogenous
Salinity of soil,,,,Salinity of soil = 1.0 * 1.0 * gene_modifier + exogenous
nutrient foraging pr,,,,nutrient foraging pr = 1.0 * 1.0 * gene_modifier + exogenous
collapse of root(s) ,,,,collapse of root(s)  = 1.0 * 1.0 * gene_modifier + exogenous
EGRIAA20,,,,EGRIAA20 = 1.0 * 1.0 * gene_modifier + exogenous
P20,,,,P20 = 1.0 * 1.0 * gene_modifier + exogenous
AHR1,,,,AHR1 = 1.0 * 1.0 * gene_modifier + exogenous
PCIB,,,,PCIB = 1.0 * 1.0 * gene_modifier + exogenous
MHPP,,,,MHPP = 1.0 * 1.0 * gene_modifier + exogenous
MG,,,,MG = 1.0 * 1.0 * gene_modifier + exogenous
MAGNESIUM,,,,MAGNESIUM = 1.0 * 1.0 * gene_modifier + exogenous
Zn deficiency (0 μM;,,,,Zn deficiency (0 μM; = 1.0 * 1.0 * gene_modifier + exogenous
BENDING,,,,BENDING = 1.0 * 1.0 * gene_modifier + exogenous
DELAY,,,,DELAY = 1.0 * 1.0 * gene_modifier + exogenous
ASPR1,,,,ASPR1 = 1.0 * 1.0 * gene_modifier + exogenous
ATC3H12,,,,ATC3H12 = 1.0 * 1.0 * gene_modifier + exogenous
NPC5,,,,NPC5 = 1.0 * 1.0 * gene_modifier + exogenous
IN,,,,IN = 1.0 * 1.0 * gene_modifier + exogenous
hrb mutants,,,,hrb mutants = 1.0 * 1.0 * gene_modifier + exogenous
Five chromatin remod,,,,Five chromatin remod = 1.0 * 1.0 * gene_modifier + exogenous
folic acid supplemen,,,,folic acid supplemen = 1.0 * 1.0 * gene_modifier + exogenous
CYP75B1,,,,CYP75B1 = 1.0 * 1.0 * gene_modifier + exogenous
MCLE26PP4A,,,,MCLE26PP4A = 1.0 * 1.0 * gene_modifier + exogenous
meristematic pericyc,,,,meristematic pericyc = 1.0 * 1.0 * gene_modifier + exogenous
low light intensity,,,,low light intensity = 1.0 * 1.0 * gene_modifier + exogenous
EWE2,,,,EWE2 = 1.0 * 1.0 * gene_modifier + exogenous
ATCYP38,,,,ATCYP38 = 1.0 * 1.0 * gene_modifier + exogenous
L-Glutamine,,,,L-Glutamine = 1.0 * 1.0 * gene_modifier + exogenous
E2Fa,,,,E2Fa = 1.0 * 1.0 * gene_modifier + exogenous
Many types of cell w,,,,Many types of cell w = 1.0 * 1.0 * gene_modifier + exogenous
single metal exposur,,,,single metal exposur = 1.0 * 1.0 * gene_modifier + exogenous
High nitrate supply,,,,High nitrate supply = 1.0 * 1.0 * gene_modifier + exogenous
BACTERIUM,,,,BACTERIUM = 1.0 * 1.0 * gene_modifier + exogenous
mko2 mutation,,,,mko2 mutation = 1.0 * 1.0 * gene_modifier + exogenous
Cu 25 muM + Zn 20 mu,,,,Cu 25 muM + Zn 20 mu = 1.0 * 1.0 * gene_modifier + exogenous
overexpression of Sc,,,,overexpression of Sc = 1.0 * 1.0 * gene_modifier + exogenous
AHLS,,,,AHLS = 1.0 * 1.0 * gene_modifier + exogenous
CUP1,,,,CUP1 = 1.0 * 1.0 * gene_modifier + exogenous
CTD,,,,CTD = 1.0 * 1.0 * gene_modifier + exogenous
CHL1,,,,CHL1 = 1.0 * 1.0 * gene_modifier + exogenous
HY3,,,,HY3 = 1.0 * 1.0 * gene_modifier + exogenous
GSTU,,,,GSTU = 1.0 * 1.0 * gene_modifier + exogenous
Excess Fe exposure,,,,Excess Fe exposure = 1.0 * 1.0 * gene_modifier + exogenous
PLR,,,,PLR = 1.0 * 1.0 * gene_modifier + exogenous
SCF,,,,SCF = 1.0 * 1.0 * gene_modifier + exogenous
low-pH stresses,,,,low-pH stresses = 1.0 * 1.0 * gene_modifier + exogenous
founder cell divisio,,,,founder cell divisio = 1.0 * 1.0 * gene_modifier + exogenous
nitrogen deficiency,,,,nitrogen deficiency = 1.0 * 1.0 * gene_modifier + exogenous
Sulfur Deficiency,,,,Sulfur Deficiency = 1.0 * 1.0 * gene_modifier + exogenous
ATMCM2,,,,ATMCM2 = 1.0 * 1.0 * gene_modifier + exogenous
III,,,,III = 1.0 * 1.0 * gene_modifier + exogenous
LZR216,,,,LZR216 = 1.0 * 1.0 * gene_modifier + exogenous
interference with cl,,,,interference with cl = 1.0 * 1.0 * gene_modifier + exogenous
PHEWOX13B,,,,PHEWOX13B = 1.0 * 1.0 * gene_modifier + exogenous
ATTAR2,,,,ATTAR2 = 1.0 * 1.0 * gene_modifier + exogenous
Nitrogen concentrati,,,,Nitrogen concentrati = 1.0 * 1.0 * gene_modifier + exogenous
THEANINE,,,,THEANINE = 1.0 * 1.0 * gene_modifier + exogenous
ABCB28,,,,ABCB28 = 1.0 * 1.0 * gene_modifier + exogenous
88 molecules,,,,88 molecules = 1.0 * 1.0 * gene_modifier + exogenous
BT1,,,,BT1 = 1.0 * 1.0 * gene_modifier + exogenous
preventing miR169def,,,,preventing miR169def = 1.0 * 1.0 * gene_modifier + exogenous
FLS1,,,,FLS1 = 1.0 * 1.0 * gene_modifier + exogenous
Over-expression of G,,,,Over-expression of G = 1.0 * 1.0 * gene_modifier + exogenous
Overexpression of Gb,,,,Overexpression of Gb = 1.0 * 1.0 * gene_modifier + exogenous
1 μg ml-1 Tm,,,,1 μg ml-1 Tm = 1.0 * 1.0 * gene_modifier + exogenous
NCS,,,,NCS = 1.0 * 1.0 * gene_modifier + exogenous
NOA,,,,NOA = 1.0 * 1.0 * gene_modifier + exogenous
Direct damage to sho,,,,Direct damage to sho = 1.0 * 1.0 * gene_modifier + exogenous
-Fe stress,,,,-Fe stress = 1.0 * 1.0 * gene_modifier + exogenous
High sucrose to nitr,,,,High sucrose to nitr = 1.0 * 1.0 * gene_modifier + exogenous
ZEATIN,,,,ZEATIN = 1.0 * 1.0 * gene_modifier + exogenous
KATANIN1,,,,KATANIN1 = 1.0 * 1.0 * gene_modifier + exogenous
DPS1,,,,DPS1 = 1.0 * 1.0 * gene_modifier + exogenous
RHG1,,,,RHG1 = 1.0 * 1.0 * gene_modifier + exogenous
CDEF1,,,,CDEF1 = 1.0 * 1.0 * gene_modifier + exogenous
KDR,,,,KDR = 1.0 * 1.0 * gene_modifier + exogenous
DHE,,,,DHE = 1.0 * 1.0 * gene_modifier + exogenous
sulfate deprivation,,,,sulfate deprivation = 1.0 * 1.0 * gene_modifier + exogenous
SPLS,,,,SPLS = 1.0 * 1.0 * gene_modifier + exogenous
CsUGT84J2-overexpres,,,,CsUGT84J2-overexpres = 1.0 * 1.0 * gene_modifier + exogenous
PIPL3,,,,PIPL3 = 1.0 * 1.0 * gene_modifier + exogenous
High Mg,,,,High Mg = 1.0 * 1.0 * gene_modifier + exogenous
CAMALEXIN,,,,CAMALEXIN = 1.0 * 1.0 * gene_modifier + exogenous
clubroot development,,,"CAMALEXIN,LTP,JA,SA","clubroot development = 1.0 * prod(g(CAMALEXIN, LTP, JA, SA)) * gene_modifier + exogenous"
LTP,,,,LTP = 1.0 * 1.0 * gene_modifier + exogenous
Seed_Size,,"phytohormones,FAE1,Overexpression of mi,TASERK3,GmPSKγ1,PPD,Brassinosteroid,PSK,CHR7,transgenic A. thalia,A. thaliana mutants,parent-of-origin eff,TaZIP gene(s),OES,KLU,Maternal and paterna,DDM2,DA1,nutrient sink effect,AP2,AN3,ARF2,life history,VVAGL12,Reduced expression o,EOD3,DA2,YUC4,CKX2,ABAP1,limitation in nutrie,AUXIN,EOD1,EMBRYO,T-6b,IMPRINTING,transition from sync,BZR1,DPA4,genome balance in en,ATFAX1,UBP15,P1W,paternal genome exce,CHD3,EMB71,truncated R domain,AGL63,reduced seed product,SHB1,loss of ULTRAPETALA1,Specific mutations,early expansion of c,growth conditions,AMI1,GMMYB73,APUM24,AGL,AGL62,Maternal excess hybr,STPL,soluble sugar accumu,GhDA1-1AR301K mutant,CYCD7,ATWRKY6,GAI,Defoliation during f,MEE45,Sibling abortion,Overexpression of Gh,TTG2,IKU1,parental genome dosa,HDG9,GhDA1-1AR301K,NODGTT5,TASERK1,altered expression,SOD7,TaNAK1.2,constitutive express,LPFC,lipopeptide treatmen,autotetraploidy,CLE8,low redox buffering ,BnLEA3 gene(s),16 gene(s),parental origin,TEMPERATURE,UMAMIT25,Lack of water,paternal inheritance,BSK3,RPT2,Endosperm developmen,NR,AGL11,Napin-BnGRF2a transg,GHNAC2,sibling lethality,Maternal temperature,growth of endosperm,CYP78A9,GA,OTP90,Increased expression,AA,DNA,Overexpression of ol,Organellar genomes,IAA,Auxin export defect,GIG1,DECREASE,C24,MAX2,Genome hybridization,increase in ovule si,severe nitrogen limi,Overexpression of At,Overexpression of Eg,Endosperm cellulariz,TASERK2,MINISEED3,TaSDIR1-4A-overexpre,HYBRIDITY,P4-SIRNAS,Endosperm growth,MNT,extra cell division ,TASERK4,maternal donors,S2LB,GLN1,TAP46,mitotic synchrony,overexpressed ginsen,F1,QTL,Hypomethylation in t,4 x Ler,ALLELE,timing of endosperm ,ARF3,DET2,USB1,ETFQO,FUS3,TASPL16,UGT76C2,Overexpression of an,DEFOLIATION,GMDREBL,UMAMIT24,YB12,epigenetic factors,Heterologous express,PLOIDY,ATGPAT9,AHA2,Circadian gene(s) ex,Natural variation,Reduction of auxin b,length and width,OTU1,Partial ovule aborti,ATBAK1,2 x Col x 4 x Col,maternal contributio,DA1R358K,growth of maternal o,environmental factor,ATGSR2,transgenic PfDGAT3-1,3-aminotriazole,genetic correlations,ATLEA3,BPE,JAZ,large flower mutants,ATVPS29,E2,Sizes of cells and c,KS,partial silencing of,JCFATB,GMPLDΓ-OE,Overexpression of Bn,HDG3,CMV,cell number,DGAT,AHLPAAT2,AT3G01472.1,CU5,Overexpression of Ah,Transgenic seeds,RCA,ABX45,overexpression of Ta,Coordinated growth o,over-expression of C,Copper sulfate,EgWRI1-1,DAGT1,NPC6,HpDGAT1-overexpressi,JCFATA,ATGLK1,Seed oil content,Linnemannia elongata,GmDof4 transgenic pl,Delaying flowering,plant(s) photosynthe,CU20,Alteration of lipid ,transgenic PfDGAT2-2,Hybridization,SPECIES,HR02,EhDH domains,Severe water limitat,Ectopic expression o,CU60,PRWRI1,GmDof11 transgenic p,ATDGAT1,GENOTYPES,Severe water depriva,Reduced storage capa,PrLPAAT4-overexpress,overexpressed AhGPAT,BNGRF2A,NRPC3,ATBPC1,ATHD2A,plasma-seed treatmen,AIL5,ATLEC2,changed seed oil com,FIS,ATMDN1,Reproductive growth ,NaCl stress,basipetal auxin flow,ATHMP53,POLLINATION,ATMYB118,DIOXINS,ATC3H17,Growth Defects,ATLEC1,GENOTYPE,NRPC2,TPD1,CJBPC1,inter-ploidy cross d,down regulation of p,EDA3,triploid block,RGE1,LORELEI,low iron levels in c,ATTFIIB1,MIR159,RNAPIII,PCLEC1,ATUPF1,NRPABC1,EMF1,ATDOG1,FLOWERING,Vegetative developme,epigenetic variation,ABA,ABI5,higher fatty acid co,carbon starvation in,ATCSP2,LECOP1,ATHMP51,Autophagy in materna,analyzed peg mutants,changes in the ploid,overexpression of Pf,PheMYB4-1,BBM,ATSCO1,ATPPR2,genomic imprinting,Misbalanced expressi,soluble sugars,ATNPF8.3,SMC6A,parental cross direc,ATCBL3,fertilization with d,ABI3,ATSMC5,ABI4,ATMYB25,PGCRC,parental genome imba,VORICONAZOLE,NRPABC2,Decreased vesicular ,FOC,NRPC8,REM11,paternal genome,ATSR45,MEDEA,disruptions in valin,Maternal tissues,multiple processes/f,ATNDT1,short-term heat expo,integument of the ov,cellularization,NSE4A,E12A11,mitochondrial riboso,defects in endosperm,EMS,TCDD,NADP,altered flavonoid me,PCWRI1,ATTTG1,P5CS2,Fatty acid synthesis,11_11B,ATMYB56,PML3,MPC,ATCBL2,ATRAD18,LOCUS,ASK13,EMB1379,ATNADP-ME1,COSWEET10,FUSCA,MDKIN2,BPCS,PoWRI1 gene(s),Fragmentation of out,ER,BL,GME,overexpression of Ps,SUS,ATMMS21,fertilization proces,EL20Y,ATGRP2,PGA6,paternal regulation,fis class,PEGS,reciprocal inter-plo,ATPRP4,NSE3,BFN1,ATEIN2","ENO2,AfAP2-2-overexpressi,MEE57,XsAP2 gene(s),HAIKU,MINI3,ANT,AGC1,T540,PMEI6,ATMPK10,cytonuclear interact,IKU2,BRI1,TT15,MYCS,Overexpression of Gm,Overexpression of Xs,ATRAV1,PPD1,TaNAK1.1,LEA_1 subfamily,LPAT2,salt stress,SUB,TESTA2,PGI1-2,Over-expression of A,premature endosperm ,sense ZmRLK7 overexp,LuLEA1 gene(s),iku mutations,IAM,Overexpression of Br,TRITERPENE,gfp gene(s),ATMYB123,FAH12,Quadruple mutants,heterologous express,overexpression of Zm,PCF10SRDX,Overexpression of se,BRMYC2OE,OX40,OX26,Col-0 plant(s),macro-element defici,AHL29,triple mutants,gln1;1-gln1;2-gln1;3,Co-silencing RNAi of,E1,Remaining genotypes,AIF2,PRS,ATWDR5A,ATTT8,FIS-PRC2,FIS_PRC2,oxygen concentration,GmZOU-2,Difference in satura,NTRC,Inactivating imprint,Fis mutants,BnGA2ox6 overexpress,H2B,ASH2R,ATCSP4,CESA6,EMF,ATCHS,GCN1,plant(s) homozygous ,RBL","Seed_Size = prod(f(phytohormones, FAE1, Overexpression of mi, TASERK3, GmPSKγ1, PPD, Brassinosteroid, PSK, CHR7, transgenic A. thalia, A. thaliana mutants, parent-of-origin eff, TaZIP gene(s), OES, KLU, Maternal and paterna, DDM2, DA1, nutrient sink effect, AP2, AN3, ARF2, life history, VVAGL12, Reduced expression o, EOD3, DA2, YUC4, CKX2, ABAP1, limitation in nutrie, AUXIN, EOD1, EMBRYO, T-6b, IMPRINTING, transition from sync, BZR1, DPA4, genome balance in en, ATFAX1, UBP15, P1W, paternal genome exce, CHD3, EMB71, truncated R domain, AGL63, reduced seed product, SHB1, loss of ULTRAPETALA1, Specific mutations, early expansion of c, growth conditions, AMI1, GMMYB73, APUM24, AGL, AGL62, Maternal excess hybr, STPL, soluble sugar accumu, GhDA1-1AR301K mutant, CYCD7, ATWRKY6, GAI, Defoliation during f, MEE45, Sibling abortion, Overexpression of Gh, TTG2, IKU1, parental genome dosa, HDG9, GhDA1-1AR301K, NODGTT5, TASERK1, altered expression, SOD7, TaNAK1.2, constitutive express, LPFC, lipopeptide treatmen, autotetraploidy, CLE8, low redox buffering , BnLEA3 gene(s), 16 gene(s), parental origin, TEMPERATURE, UMAMIT25, Lack of water, paternal inheritance, BSK3, RPT2, Endosperm developmen, NR, AGL11, Napin-BnGRF2a transg, GHNAC2, sibling lethality, Maternal temperature, growth of endosperm, CYP78A9, GA, OTP90, Increased expression, AA, DNA, Overexpression of ol, Organellar genomes, IAA, Auxin export defect, GIG1, DECREASE, C24, MAX2, Genome hybridization, increase in ovule si, severe nitrogen limi, Overexpression of At, Overexpression of Eg, Endosperm cellulariz, TASERK2, MINISEED3, TaSDIR1-4A-overexpre, HYBRIDITY, P4-SIRNAS, Endosperm growth, MNT, extra cell division , TASERK4, maternal donors, S2LB, GLN1, TAP46, mitotic synchrony, overexpressed ginsen, F1, QTL, Hypomethylation in t, 4 x Ler, ALLELE, timing of endosperm , ARF3, DET2, USB1, ETFQO, FUS3, TASPL16, UGT76C2, Overexpression of an, DEFOLIATION, GMDREBL, UMAMIT24, YB12, epigenetic factors, Heterologous express, PLOIDY, ATGPAT9, AHA2, Circadian gene(s) ex, Natural variation, Reduction of auxin b, length and width, OTU1, Partial ovule aborti, ATBAK1, 2 x Col x 4 x Col, maternal contributio, DA1R358K, growth of maternal o, environmental factor, ATGSR2, transgenic PfDGAT3-1, 3-aminotriazole, genetic correlations, ATLEA3, BPE, JAZ, large flower mutants, ATVPS29, E2, Sizes of cells and c, KS, partial silencing of, JCFATB, GMPLDΓ-OE, Overexpression of Bn, HDG3, CMV, cell number, DGAT, AHLPAAT2, AT3G01472.1, CU5, Overexpression of Ah, Transgenic seeds, RCA, ABX45, overexpression of Ta, Coordinated growth o, over-expression of C, Copper sulfate, EgWRI1-1, DAGT1, NPC6, HpDGAT1-overexpressi, JCFATA, ATGLK1, Seed oil content, Linnemannia elongata, GmDof4 transgenic pl, Delaying flowering, plant(s) photosynthe, CU20, Alteration of lipid , transgenic PfDGAT2-2, Hybridization, SPECIES, HR02, EhDH domains, Severe water limitat, Ectopic expression o, CU60, PRWRI1, GmDof11 transgenic p, ATDGAT1, GENOTYPES, Severe water depriva, Reduced storage capa, PrLPAAT4-overexpress, overexpressed AhGPAT, BNGRF2A, NRPC3, ATBPC1, ATHD2A, plasma-seed treatmen, AIL5, ATLEC2, changed seed oil com, FIS, ATMDN1, Reproductive growth , NaCl stress, basipetal auxin flow, ATHMP53, POLLINATION, ATMYB118, DIOXINS, ATC3H17, Growth Defects, ATLEC1, GENOTYPE, NRPC2, TPD1, CJBPC1, inter-ploidy cross d, down regulation of p, EDA3, triploid block, RGE1, LORELEI, low iron levels in c, ATTFIIB1, MIR159, RNAPIII, PCLEC1, ATUPF1, NRPABC1, EMF1, ATDOG1, FLOWERING, Vegetative developme, epigenetic variation, ABA, ABI5, higher fatty acid co, carbon starvation in, ATCSP2, LECOP1, ATHMP51, Autophagy in materna, analyzed peg mutants, changes in the ploid, overexpression of Pf, PheMYB4-1, BBM, ATSCO1, ATPPR2, genomic imprinting, Misbalanced expressi, soluble sugars, ATNPF8.3, SMC6A, parental cross direc, ATCBL3, fertilization with d, ABI3, ATSMC5, ABI4, ATMYB25, PGCRC, parental genome imba, VORICONAZOLE, NRPABC2, Decreased vesicular , FOC, NRPC8, REM11, paternal genome, ATSR45, MEDEA, disruptions in valin, Maternal tissues, multiple processes/f, ATNDT1, short-term heat expo, integument of the ov, cellularization, NSE4A, E12A11, mitochondrial riboso, defects in endosperm, EMS, TCDD, NADP, altered flavonoid me, PCWRI1, ATTTG1, P5CS2, Fatty acid synthesis, 11_11B, ATMYB56, PML3, MPC, ATCBL2, ATRAD18, LOCUS, ASK13, EMB1379, ATNADP-ME1, COSWEET10, FUSCA, MDKIN2, BPCS, PoWRI1 gene(s), Fragmentation of out, ER, BL, GME, overexpression of Ps, SUS, ATMMS21, fertilization proces, EL20Y, ATGRP2, PGA6, paternal regulation, fis class, PEGS, reciprocal inter-plo, ATPRP4, NSE3, BFN1, ATEIN2)) * prod(g(ENO2, AfAP2-2-overexpressi, MEE57, XsAP2 gene(s), HAIKU, MINI3, ANT, AGC1, T540, PMEI6, ATMPK10, cytonuclear interact, IKU2, BRI1, TT15, MYCS, Overexpression of Gm, Overexpression of Xs, ATRAV1, PPD1, TaNAK1.1, LEA_1 subfamily, LPAT2, salt stress, SUB, TESTA2, PGI1-2, Over-expression of A, premature endosperm , sense ZmRLK7 overexp, LuLEA1 gene(s), iku mutations, IAM, Overexpression of Br, TRITERPENE, gfp gene(s), ATMYB123, FAH12, Quadruple mutants, heterologous express, overexpression of Zm, PCF10SRDX, Overexpression of se, BRMYC2OE, OX40, OX26, Col-0 plant(s), macro-element defici, AHL29, triple mutants, gln1;1-gln1;2-gln1;3, Co-silencing RNAi of, E1, Remaining genotypes, AIF2, PRS, ATWDR5A, ATTT8, FIS-PRC2, FIS_PRC2, oxygen concentration, GmZOU-2, Difference in satura, NTRC, Inactivating imprint, Fis mutants, BnGA2ox6 overexpress, H2B, ASH2R, ATCSP4, CESA6, EMF, ATCHS, GCN1, plant(s) homozygous , RBL)) * gene_modifier + exogenous"
